base name:
rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/traces/rename.7482608532762354548

10129 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::liveness::resource_match::lemma_from_after_get_resource_step_to_after_create_resource_step
controller_examples/rabbitmq_controller/proof/liveness/resource_match.rs:506

traced instantiations:
QID                                                                                    T    P0    P1    P2
internal_rabbitmq_controller!rabbitmq_controller.model.resource.common.make...        39     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.always.?_pre_post_definiti...        39     0     0     0
mariposa_qid_208                                                                      39     2     2     2
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...        39     1     1     1
internal_rabbitmq_controller__kubernetes_cluster__spec__external_api__types...        39     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.common.make...        39     4     5     4
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...        39     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.ServicePor...        39     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__resource__Empty...        38     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__resource__Empty...        38     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.CreateR...        38     4     3     3
internal_rabbitmq_controller__kubernetes_cluster__spec__external_api__types...        38     0     0     0
mariposa_qid_137                                                                      38     5     3     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__resource__Empty...        38     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__external_api__types...        38     0     0     0
mariposa_qid_138                                                                      38     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.state_mac...        37     0     0     0
mariposa_qid_226                                                                      37
- [root]                                                                              37     1     1     1
- user_rabbitmq_controller__kubernetes_cluster__spec__cluster__Cluster__next_...       0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        37     0     0     0
internal_rabbitmq_controller!external_api.spec.ExternalAPI.transition.?_pre...        37     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.state_mac...        37     0     1     0
mariposa_qid_155                                                                      37     2     2     2
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        37     4     4     4
internal_rabbitmq_controller__kubernetes_api_objects__spec__label_selector_...        37     0     0     0
internal_rabbitmq_controller!external_api.spec.ExternalAPI.transition.?_def...        37     0     1     0
mariposa_qid_194                                                                      37     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageContent...        37     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...        37     0     1     0
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...        37     0     1     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        37     0     0     0
mariposa_qid_235                                                                      37     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.label_selector.Lab...        37     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__0.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.CreateR...        36     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__10.d...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__6.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.ObjectField...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.persistent_volume_...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__7.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.exter...        36     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.VolumeProje...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.DownwardAPI...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__0.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.ConfigMapPr...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.SecretProje...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__3.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__1.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.HostPathVol...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__12.s...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__0.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__7.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.VolumeProje...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__7.se...        36     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__HostPat...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__9.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.persistent_volume_...        36     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.stateful_se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__8.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__1.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__6.de...        36     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        36     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageContent...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__5.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__3.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__12.d...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__8.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__12.d...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__4.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__6.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.ObjectField...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__10.d...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.persistent_volume_...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__0.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.KeyToPathVi...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__7.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.persistent_volume_...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__11.d...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__11.s...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__10.s...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__0.de...        36     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.exter...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.SecretProje...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__12.s...        36     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__role__PolicyRul...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__0.se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__11.s...        36     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.headless_se...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.ConfigMapPr...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.persistent_volume_...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.persistent_volume_...        36     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.impl&__5.se...        36     0     0     0
